0,1,2,3,4,5,6,7
-5768.784078214655,-6394.331174413106,-6309.048093443882,-6595.731567827651,-28388.14596988511,-40666.339178841015,-50581.59537095969,-111387.41509764375
-5740.039734845131,-6383.1553021854525,-6299.012160183449,-6590.836535791938,-28388.48124605194,-40684.64525754991,-50591.58660073121,-111399.73090883862
-5719.900813090899,-6370.012476445732,-6282.449517542067,-6587.886105523838,-28384.39087681662,-40697.184586189345,-50590.06668210825,-111406.27996996403
-5693.235181955717,-6355.662656505425,-6271.027776125405,-6578.073689707958,-28380.70283898149,-40707.511092127694,-50595.29699031079,-111411.51027816658
-5680.2935219160945,-6340.262304575718,-6260.365994020223,-6576.687881551729,-28379.942879670012,-40721.659746367906,-50598.11331011216,-111419.69101663721
-5683.445117884293,-6328.583518097821,-6252.051145082849,-6568.238922147623,-28377.75240871339,-40730.4663336833,-50603.880060181626,-111424.34017948392
-5691.201173210285,-6313.160814423659,-6243.110447300726,-6563.9473872122035,-28376.18778660152,-40739.898769843436,-50606.71873172745,-111429.12345279736
-5695.135080234419,-6305.315352119846,-6238.126008287193,-6557.688898764718,-28375.964269156968,-40747.20779028032,-50612.93251668603,-111433.59380168842
-5703.025246027141,-6292.686616502598,-6233.633307651676,-6553.665584762763,-28376.657173235082,-40755.612046195514,-50618.52045279986,-111438.55588895749
-5703.874612316444,-6285.165254493386,-6227.03954303736,-6544.300203835989,-28373.550280755793,-40755.70145317334,-50620.57681328974,-111437.41594999027
-5698.957228536276,-6273.028257254155,-6223.731484857975,-6536.901776421282,-28373.058542377777,-40758.38366250797,-50625.58360404773,-111438.46648197967
-5695.515059890158,-6269.820781924818,-6220.8481098232405,-6531.582061240919,-28373.03619063332,-40759.21067705282,-50628.77990350484,-111439.02527559106
-5696.1409087349075,-6260.522456231411,-6218.456473166522,-6522.820177414439,-28372.23152783293,-40760.372967764495,-50633.71963902946,-111439.11468256888
-5691.692911588301,-6258.622557952709,-6216.46716791,-6518.416883756743,-28372.343286555206,-40759.34478751955,-50635.68659254153,-111438.53353721304
-5690.016530754153,-6249.178945920343,-6216.131891743171,-6508.403302240766,-28371.918603410555,-40757.42253749639,-50641.6545083111,-111436.92421161226
-5695.64917035689,-6251.19060292132,-6216.847147565741,-6505.788148139495,-28373.66203947807,-40754.33799676156,-50643.867331012174,-111435.58310694493
-5704.4781094167365,-6246.418505480112,-6220.08815051176,-6495.95338057916,-28374.95844065648,-40750.35938624852,-50651.82455203826,-111433.37028424387
-5705.8862693174215,-6248.195469164309,-6221.049275523338,-6492.645322399774,-28375.76310345687,-40743.34093848955,-50652.048069482815,-111429.14580454181
-5712.3459234650045,-6247.748434275202,-6228.358295960224,-6484.308121717945,-28379.339382569717,-40738.51296168721,-50662.08400274325,-111427.44707196321
-5725.444045715814,-6248.016655208667,-6226.793673848352,-6478.228447226102,-28377.081856379733,-40727.20297899282,-50657.97128176347,-111418.97576081465
-5746.834665159544,-6243.937461845573,-6231.979278561983,-6466.963168020627,-28378.04298139131,-40720.27393821168,-50665.347357433726,-111414.30424622349
-5776.629540518468,-6245.960294718778,-6236.494330941955,-6468.259569199035,-28382.222757604453,-40718.53050214416,-50667.33666269024,-111413.7454526121
-5843.640070395479,-6241.065262683066,-6238.394229220657,-6455.988461493071,-28381.1498738706,-40713.76958057518,-50672.16463949259,-111409.16334499877
-6012.6416102220555,-6236.4719791975,-6238.796560620852,-6455.831999281883,-28382.781551215834,-40715.065981753585,-50671.270569714376,-111408.67160662074
-6106.116605534149,-6230.157611388876,-6241.344659488757,-6447.159522433224,-28383.787379716323,-40717.43526666585,-50677.99844479543,-111409.00688278758
-6105.982495067417,-6225.318458714302,-6243.602185678743,-6450.556987590431,-28388.48124605194,-40726.84535108154,-50681.15004076363,-111414.50541192359
-6110.989285825406,-6214.790787075853,-6242.059915311327,-6440.141074674258,-28386.536644284326,-40730.15340926092,-50684.59220940974,-111414.1477840123
-6101.556849665267,-6201.200926447025,-6238.438932709567,-6438.017658951004,-28385.955498928488,-40737.32831923108,-50683.45227044252,-111416.13708926883
-6082.334349433702,-6191.489093481195,-6236.896662342151,-6429.434589080166,-28384.99437391691,-40742.893903600445,-50687.69910188903,-111417.7017113807
-6086.692939602487,-6178.044519191328,-6233.678011140587,-6425.254812867023,-28384.01089716088,-40746.98427283577,-50687.632046655664,-111418.23815324761
-6087.475250658424,-6173.875918850413,-6235.555557674833,-6415.397693562233,-28383.876786694145,-40742.9162553449,-50692.32591299128,-111414.81833634595
-6076.545247619778,-6157.0450552755665,-6229.453531438534,-6411.664952238197,-28381.95453667099,-40755.1203078175,-50691.5659536798,-111419.08751953692
-6058.239168910882,-6143.231677202186,-6224.714961614009,-6405.8087951909065,-28380.166397114564,-40766.20677306733,-50692.97411358048,-111423.37905447235
-6034.591023277167,-6126.210823799471,-6223.5526709023325,-6404.512394012499,-28382.446275049006,-40781.40595929694,-50697.93620084956,-111431.51508945407
-6007.165432830505,-6118.4771202179345,-6222.591545890755,-6401.651370722219,-28383.675620994047,-40791.84422395757,-50701.4677764735,-111436.96891510117
-5958.259815962293,-6100.249272614632,-6218.881156311173,-6394.856440407806,-28381.9992401599,-40801.56723279563,-50703.90411661913,-111440.45578723619
-5914.293934618704,-6091.487388788151,-6218.27765921088,-6392.97889387356,-28383.85443494969,-40811.9831457118,-50707.10041607624,-111445.73079892765
-5879.536971990701,-6073.3377722904415,-6218.6799906110755,-6386.943922870627,-28384.837911705723,-40823.56134933965,-50713.40360801263,-111450.84934840791
-5834.922890057908,-6064.207084680449,-6218.6799906110755,-6384.999321103016,-28386.134312884133,-40833.10554422207,-50715.50467199143,-111454.93971764324
-5793.393348859948,-6046.370392605113,-6216.400112676634,-6375.008091331493,-28384.36852507216,-40840.52632338123,-50719.438579015565,-111456.48198801065
-5756.177694341862,-6039.229010251643,-6213.248516708436,-6374.181076786647,-28384.726152983447,-40849.578779885625,-50719.25976505992,-111461.01939213507
-5726.025191071652,-6025.57209438945,-6207.638228850154,-6362.826390603351,-28380.836949448225,-40855.50199216628,-50721.673753461095,-111462.00286889111
-5688.004873753175,-6021.649363237544,-6204.933667771062,-6365.486248193532,-28383.362696571672,-40867.191954516406,-50722.90309940614,-111469.53540677256
-5659.998137950675,-6012.172223588494,-6201.5138508694,-6356.411439944678,-28382.04394364881,-40875.19387903141,-50728.17811109759,-111473.55872077451
-5639.0322016515975,-6008.651823836783,-6196.060025222305,-6356.8584748337835,-28382.066295393266,-40883.30756226868,-50726.90406166364,-111478.34199408794
-5619.228556064196,-6000.906944383019,-6191.768490286886,-6346.487265406521,-28379.741713969914,-40888.71668442687,-50731.687334977076,-111480.93479644475
-5584.158669013818,-5998.079448709423,-6184.884152994651,-6346.040230517416,-28378.735885469425,-40894.50578624079,-50729.2733465759,-111484.39931683533
-5566.0090525161095,-5992.603271317872,-6179.922065725573,-6335.199634456591,-28375.740751712412,-40896.070408352665,-50732.98373615548,-111485.44984882473
-5554.274386677073,-5992.390929745547,-6174.557647056299,-6335.870186790251,-28375.651344734593,-40899.31141129869,-50731.01678264341,-111488.57909304847
-5532.101456177408,-5990.94924222818,-6169.170876642571,-6324.090817462304,-28371.337458054717,-40894.125806585056,-50731.888500677174,-111486.03099418056
-5523.250165373107,-5993.51969284054,-6164.208789373492,-6322.995581983993,-28369.9963533874,-40890.32601002765,-50727.84283493076,-111485.27103486909
-5520.545604294015,-5997.241258292348,-6161.459524805489,-6313.6525528016755,-28367.247088819397,-40881.40766398999,-50728.69220122007,-111481.8065144785
-5526.8040927415,-6005.354941529626,-6162.174780628059,-6316.804148769874,-28370.532795254327,-40878.52428895525,-50729.36275355372,-111483.72876450168
-5524.323049106962,-6017.626049235589,-6161.727745738954,-6310.165680666648,-28369.705780709482,-40869.13655628402,-50730.65915473213,-111480.9124447003
-5532.19086315523,-6023.236337093871,-6159.716088737976,-6308.757520765963,-28369.66107722057,-40861.536963169216,-50728.49103551997,-111478.76667723259
-5536.907081235299,-6032.154683131538,-6155.379850313646,-6300.330913106312,-28365.414245774064,-40849.087041507606,-50725.18297734058,-111472.70935448521
-5542.137389437841,-6036.591504405917,-6152.563530512278,-6298.475718316522,-28364.721341695946,-40842.78384957121,-50722.9701546395,-111471.03297365106
-5532.682601533246,-6050.9189726017685,-6151.580053756244,-6296.821689226829,-28365.369542285152,-40836.90534077946,-50722.92545115059,-111470.65299399532
-5528.9051567203,-6055.925763359757,-6148.897844421607,-6292.440747313589,-28363.871975406644,-40828.56814009764,-50721.07025636081,-111467.12141837137
-5519.80799672699,-6066.554017848255,-6147.199111843003,-6287.456308300056,-28362.03913236131,-40816.6323085585,-50718.052770859336,-111461.17585434626
-5511.3590373228835,-6071.4043463950575,-6147.489684520922,-6282.67303498662,-28362.03913236131,-40808.89860497697,-50719.05859935983,-111458.1583688448
-5508.274496588051,-6086.055914885511,-6148.987251399428,-6283.254180342457,-28364.341362040206,-40802.75187525176,-50719.08095110428,-111457.21959557767
-5510.844947200411,-6089.106928003661,-6146.640318231621,-6275.296959316369,-28361.74855968339,-40794.347619336564,-50718.45510225953,-111452.43632226424
-5511.09081638942,-6099.5898961532,-6146.997946142906,-6277.107450617248,-28363.939030640013,-40791.352485579555,-50717.87395690369,-111452.81630191999
-5505.502880275593,-6098.762881608353,-6143.265204818869,-6267.965587135028,-28360.407455016073,-40786.390398310476,-50717.695142948054,-111449.37413327386
-5509.503842533093,-6100.316327847997,-6136.805550671286,-6265.99863362296,-28357.389969514606,-40783.372912809005,-50711.950744623035,-111447.13895882833
-5513.99654316861,-6096.047144657034,-6133.810416914274,-6258.868427141718,-28355.937106125013,-40785.31751457662,-50714.85647140223,-111448.43536000674
-5515.695275747214,-6097.2876664743035,-6129.496530234401,-6262.265892298925,-28356.875879392133,-40791.352485579555,-50712.88951789016,-111453.01746762008
-5515.672924002758,-6091.621499254883,-6126.613155199666,-6257.147342818659,-28356.80882415877,-40799.46616881683,-50718.388047026165,-111458.65010722281
-5516.164662380775,-6088.045220142034,-6119.460596973968,-6260.209531809036,-28356.451196247483,-40809.61386079954,-50715.63878245816,-111464.93094741476
-5505.793452953512,-6076.813468553242,-6113.135053293116,-6253.705174172542,-28354.439539246505,-40821.92967199441,-50720.10913134922,-111471.85998819591
-5485.810993410468,-6066.062279470239,-6104.060245044261,-6257.750839918953,-28354.37248401314,-40841.822724559635,-50719.25976505992,-111482.94645344574
-5471.304711258974,-6039.586638162928,-6089.3080937037585,-6246.66437466912,-28347.309332765264,-40863.32510272564,-50720.82438717179,-111491.2165988942
-5466.543789689993,-6002.76213917281,-6071.538456861789,-6248.899549114651,-28344.98475134191,-40909.79437944823,-50722.83604417277,-111513.00954973813
-5450.271719726529,-5978.588727544395,-6061.927206746007,-6241.031735066383,-28341.542582695794,-40926.133504645055,-50728.2228145865,-111522.71020683173
-5439.542882387982,-5967.446382933424,-6058.619148566622,-6244.876235112695,-28343.84481237469,-40938.38226060656,-50731.08383787678,-111532.65673311433
-5437.374763175817,-5960.159714240994,-6053.7911717642755,-6235.175578019092,-28340.089719306197,-40939.03046119576,-50734.07897163379,-111533.28258195908
-5450.942272060189,-5953.990632771329,-6053.6794130419985,-6237.857787353729,-28343.107204807664,-40944.12665893158,-50737.275271090904,-111538.51289016163
-5458.877141341823,-5959.220940973872,-6059.848494511663,-6236.606089664232,-28348.315161265753,-40944.506638587314,-50745.81363747283,-111542.51385241913
-5480.290112530007,-5953.443015032174,-6058.261520655336,-6230.5934704057545,-28345.677655420026,-40934.314243115696,-50743.913739194126,-111536.59064013847
-5507.670999487758,-5958.472157534619,-6065.123506203116,-6224.84907208074,-28347.734015909915,-40919.964423175385,-50749.032288674396,-111531.09211100246
-5517.952801937199,-5967.51343816679,-6076.589951108689,-6218.903508055629,-28350.75150141138,-40892.13650132853,-50752.96619569853,-111518.26220968513
-5523.496034562116,-5996.011912347307,-6092.8843728166075,-6203.458452637012,-28350.371521755642,-40831.607977343556,-50752.34034685378,-111486.52273255859
-5531.7885317550345,-6013.312162555714,-6104.730797377921,-6195.143603699637,-28351.667922934048,-40798.058008916145,-50751.736849753484,-111467.74726721612
-5539.991621970132,-6029.751870602593,-6116.197242283492,-6192.237876920447,-28355.08773983571,-40774.54397374916,-50751.62509103121,-111455.4538077657
-5536.996488213121,-6032.288793598271,-6124.087408076216,-6188.6839495520535,-28357.591135214705,-40764.910371888924,-50754.17318989911,-111449.39648501833
-5532.637898044336,-6037.776146862048,-6129.07184708975,-6189.689778052542,-28360.049827104787,-40758.65188344144,-50752.51916080942,-111446.04372335003
-5524.412456084783,-6039.24018612387,-6135.866777404163,-6185.040615205839,-28362.17324282804,-40749.71118565931,-50754.821390488316,-111440.96987735867
-5517.908098448289,-6049.81256125123,-6141.812341429275,-6186.873458251173,-28365.23543181842,-40740.234046010264,-50752.80973348734,-111436.29836276751
-5525.485339818638,-6048.639094667327,-6143.175797841049,-6177.88805698014,-28362.41911201705,-40730.28751972765,-50751.35687009774,-111428.72112139716
-5550.116962208386,-6054.003513336601,-6147.221463587459,-6183.766565771886,-28366.33066729673,-40730.75690636122,-50749.34521309676,-111429.79400513101
-5575.083860764964,-6050.941324346224,-6149.791914199819,-6179.005644202905,-28366.800053930292,-40731.427458694874,-50751.312166608834,-111429.86106036438
-5594.216954018707,-6053.332961002941,-6149.926024666551,-6184.370062872179,-28368.699952208994,-40734.95903431881,-50746.7300589955,-111432.43151097673
-5620.346143286961,-6047.532683316789,-6150.238949088925,-6179.564437814288,-28368.31997255325,-40739.80936286561,-50749.54637879686,-111434.21965053317
-5639.881567940899,-6041.050677424751,-6146.21563508697,-6183.31953088278,-28368.476434764438,-40749.10768855902,-50746.10421015075,-111437.95239185721
-5643.726067987212,-6026.209119106426,-6144.807475186286,-6178.625664547166,-28368.699952208994,-40761.57996196508,-50751.62509103121,-111443.69679018222
-5644.798951721067,-6014.340342800659,-6139.3760012836465,-6184.593580316732,-28370.130463854133,-40779.14843310695,-50750.216931130526,-111452.74924668661
-5654.968995448232,-5995.285480652509,-6131.128207579638,-6176.74811801292,-28365.593059729705,-40791.79952046866,-50751.33451835329,-111457.33135429995
-5663.194437407785,-5981.729147640366,-6122.433378986523,-6181.084356437249,-28364.564879484762,-40808.11629392103,-50747.49001830698,-111465.7132584707
-5663.395603107882,-5972.073194035673,-6119.371189996146,-6179.497382580922,-28365.347190540695,-40822.60022432807,-50752.87678872071,-111474.87747369737
-5653.605539036458,-5960.170890113222,-6111.771596881342,-6183.408937860601,-28364.542527740305,-40836.79358205719,-50750.28398636389,-111482.8570464679
-5650.45394306826,-5953.264201076532,-6107.055378801272,-6179.229161647459,-28362.709684694968,-40843.85673330507,-50751.535684053386,-111486.99211919215
-5639.9709749187205,-5946.74866756781,-6102.607381654666,-6181.956074471006,-28362.642629461603,-40852.03747177571,-50749.25580611895,-111491.8200959945
-5634.986535905187,-5948.782676313243,-6101.489794431901,-6179.027995947361,-28362.597925972692,-40852.88683806501,-50750.66396601963,-111492.80357275052
-5642.630832508902,-5952.2471967038155,-6100.953352564973,-6180.279693636858,-28363.80492017328,-40852.95389329838,-50749.81459973033,-111493.1164971729
-5659.126419916919,-5963.9259831817135,-6103.5685066662445,-6180.07852793676,-28366.107149852178,-40851.32221595314,-50751.84860847576,-111493.317662873
-5666.904826987366,-5969.212170745393,-6104.999018311384,-6180.614969803688,-28367.76117894187,-40849.95875954137,-50752.586216042786,-111493.09414542845
-5673.476239857226,-5979.113993539095,-6105.334294478213,-6178.670368036076,-28367.42590277504,-40843.94614028289,-50750.418096830625,-111489.65197678233
-5687.915466775354,-5980.913308967747,-6104.864907844652,-6175.719937767975,-28366.867109163657,-40840.03458500321,-50748.741715996475,-111487.19328489224
-5704.545164650102,-5991.32922188392,-6105.714274133954,-6178.491554080433,-28368.90111790909,-40840.23575070331,-50747.44531481807,-111488.4673343262
-5707.383836195927,-5991.22863903387,-6103.389692710602,-6175.250551134414,-28367.738827197412,-40840.906303036965,-50746.3277275953,-111488.28852037055
-5716.257478744684,-5995.94485711394,-6101.06511128725,-6178.089222680238,-28368.409379531073,-40843.297939693686,-50742.3267653378,-111490.18841864925
-5734.60826094249,-5992.480336723368,-6099.992227553395,-6175.69758602352,-28368.476434764438,-40846.851867062076,-50744.114904894224,-111492.64711053934
-5745.650022703412,-5997.990041731602,-6096.706521118465,-6179.072699436271,-28368.476434764438,-40847.969454284845,-50739.935128681085,-111493.87645648437
-5750.634461716946,-5994.123189940834,-6093.577276894722,-6173.931798211551,-28366.46477776346,-40847.902399051476,-50739.95748042554,-111493.94351171775
-5769.119354381484,-5997.341841142397,-6088.704596603465,-6177.016338946383,-28365.503652751882,-40847.45536416237,-50733.74369546696,-111494.34584311795
-5781.14459289844,-5993.5085169683125,-6086.178849480016,-6170.847257476718,-28363.648457962092,-40846.04720426169,-50735.01774490091,-111494.1223256734
-5781.949255698831,-5996.034264091762,-6083.094308745183,-6175.183495901048,-28364.117844595654,-40846.18131472842,-50730.86032043223,-111495.44107859625
-5789.4147383469035,-5993.284999523759,-6082.714329089443,-6170.444926076523,-28364.117844595654,-40847.14243974,-50735.26361408993,-111497.09510768595
-5796.567296572602,-5995.609580947112,-6080.859134299652,-6175.921103468073,-28365.9953911299,-40848.729413596324,-50732.6261082442,-111499.59850306493
-5788.833592991065,-5992.882668123564,-6080.143878477083,-6170.444926076523,-28365.347190540695,-40847.07538450663,-50735.93416642358,-111499.59850306493
-5774.528476539669,-5994.871973380086,-6078.5345528763,-6175.295254623325,-28367.045923119298,-40847.12008799554,-50733.56488151132,-111500.93960773226
-5757.094115864529,-5991.921543111986,-6075.450012141468,-6166.913350452584,-28363.559050984273,-40841.35333792607,-50733.94486116706,-111496.9162937303
-5707.27207747365,-5991.94389485644,-6072.544285362278,-6169.774373742864,-28363.626106217638,-40839.229922202816,-50730.03330588738,-111495.97752046317
-5645.894187199377,-5995.788394902754,-6074.846515041175,-6167.472144063967,-28365.52600449634,-40836.88298903501,-50734.391896056164,-111496.73747977466
-5594.462823207716,-6000.113457454856,-6072.231360939903,-6168.545027797822,-28364.341362040206,-40828.47873311982,-50728.69220122007,-111492.42359309479
-5552.396840142827,-6013.669790466999,-6076.589951108689,-6165.84046671873,-28365.771873685346,-40815.87234924702,-50730.279175076386,-111487.4168023368
-5506.262839587073,-6028.544876402006,-6080.836782555197,-6165.885170207641,-28366.822405674746,-40794.481729803294,-50725.94293665206,-111476.9114824428
-5453.110391272354,-6052.304780757997,-6086.134145991105,-6160.632510260643,-28365.61541147416,-40765.08918584457,-50720.95849763853,-111461.7122962132
-5402.2378208920745,-6084.658930857055,-6100.506317675868,-6158.844370704219,-28368.85641442018,-40720.92213880088,-50716.577555725285,-111440.58989770293
-5360.082430849366,-6147.221463587459,-6130.189434312515,-6149.277824077347,-28373.90790866708,-40633.03507960261,-50714.14121557966,-111397.9427692822
-5323.604383898304,-6226.8383773372625,-6167.002757430406,-6139.107780350182,-28380.255804092387,-40529.390040563354,-50709.60381145523,-111345.2820593455
-5287.595723580805,-6280.661377985642,-6185.822926261774,-6139.353649539191,-28383.966193671968,-40481.713769640184,-50698.65145667213,-111317.96822762111
-5268.663796027159,-6297.659879643903,-6191.857897264707,-6143.086390863227,-28385.24024310592,-40472.124871268854,-50688.548468178335,-111309.22869553909
-5252.928167930623,-6313.317276634845,-6194.897734510629,-6150.060135133283,-28386.491940795415,-40466.31341771047,-50677.08202327276,-111303.88662861427
-5235.8290834223135,-6324.068465717848,-6200.5974293467325,-6152.74234446792,-28388.436542563028,-40458.982045529134,-50671.71760460349,-111298.99159657856
-5225.167301317132,-6339.547048753148,-6202.072644480782,-6159.716088737976,-28389.71059199698,-40455.15989722728,-50661.88283704315,-111295.34826223234
-5220.853414637258,-6341.502826392988,-6201.647961336132,-6161.861856205685,-28390.224682119453,-40461.373682185855,-50658.127743974655,-111297.02464306648
-5217.970039602523,-6350.73409685303,-6197.7811095453635,-6167.539199297333,-28388.883577452136,-40459.116155995864,-50646.84011302473,-111294.34243373186
-5210.8845366101905,-6362.122310653009,-6200.932705513562,-6165.639301018632,-28389.08474315223,-40447.64971109029,-50644.560235090285,-111288.26275924001
-5214.371408745219,-6381.54597658467,-6202.743196814442,-6173.641225533632,-28391.230510619942,-40438.97723424163,-50636.55831057529,-111283.94887256014
-5218.282964024897,-6391.593085717332,-6201.625609591676,-6172.300120866314,-28390.202330375,-40434.70805105067,-50632.467941339964,-111280.90903531421
-5214.416112234129,-6404.545921629182,-6199.233972934959,-6180.614969803688,-28390.828179219745,-40432.0928969494,-50622.65552552409,-111279.25500622453
-5213.902022111657,-6414.090116511597,-6201.782071802863,-6184.41476636109,-28394.38210658814,-40437.65848131877,-50624.376609847146,-111283.79241034895
-5218.84175763628,-6423.55608028842,-6196.618818833687,-6192.483746109456,-28393.71155425448,-40438.41844063025,-50613.82658646424,-111283.68065162667
-5221.635725693193,-6424.930712572421,-6190.22621991947,-6190.382682130657,-28390.112923397177,-40440.96653949816,-50608.417464306054,-111283.65829988221
-5218.707647169548,-6430.194548391646,-6187.476955351467,-6204.196060204036,-28394.0021269324,-40454.48934489362,-50603.23185959242,-111292.28607324196
-5215.690161668082,-6432.228557137079,-6182.023129704372,-6206.453586394023,-28393.04100192082,-40464.01118803158,-50599.99085664641,-111297.69519540016
-5218.148853558166,-6428.50699168527,-6172.523638310867,-6214.231993464469,-28391.43167632004,-40477.95867657169,-50590.4913652529,-111304.04309082546
-5215.243126778976,-6422.147920387735,-6164.9687486849725,-6215.617801620699,-28389.308260596787,-40492.37555174536,-50587.16095532906,-111311.35211126234
-5218.394722747174,-6412.905474055467,-6156.318623580769,-6223.172691246592,-28388.257728607387,-40508.491159497644,-50580.030748847814,-111319.46579449961
-5227.380124018207,-6409.675646981675,-6152.898806679107,-6229.475883182989,-28390.51525479737,-40527.98188066267,-50580.65659769256,-111331.49103301657
-5235.247938066475,-6401.427853277666,-6144.695716464009,-6236.270813497403,-28389.487074552428,-40543.73986050366,-50574.97925460092,-111339.71647497613
-5238.84656892378,-6396.164017458441,-6136.827902415741,-6237.924842587095,-28386.782513473336,-40556.18978216527,-50570.19598128748,-111345.9302599347
-5236.030249122411,-6383.423523118916,-6130.971745368451,-6243.825703123296,-28387.073086151253,-40572.730073062194,-50567.111440552646,-111355.09447516137
-5234.264461310442,-6375.801578259657,-6122.5451377088,-6244.451551968044,-28383.273289593853,-40584.487090645685,-50561.456449205456,-111360.05656243046
-5226.888385640191,-6360.300643479901,-6117.203070783981,-6248.698383414553,-28383.47445529395,-40602.524948421116,-50560.115344538135,-111369.75721952406
-5210.45985346554,-6352.689874492869,-6111.391617225602,-6252.386421249678,-28382.736847726926,-40617.74648639518,-50557.65665264805,-111377.71444055015
-5199.93218182709,-6339.63645573097,-6108.038855557305,-6256.409735251634,-28384.52498728335,-40637.17015232684,-50560.182399771504,-111389.046774989
-5185.336492697775,-6332.282731805173,-6102.830899099219,-6260.231883553492,-28384.18971111652,-40649.485963521714,-50557.2319695034,-111395.61818785885
-5171.232541946476,-6321.196266555342,-6100.394558953591,-6261.416526009622,-28385.508464039383,-40666.80856547458,-50560.45062070496,-111405.81058333047
-5164.370556398697,-6316.960610981061,-6095.25365772887,-6265.104563844749,-28384.949670428,-40678.76674875817,-50556.65082414757,-111412.06907177795
-5156.480390605973,-6307.6622852876535,-6093.39846293908,-6263.115258588226,-28385.530815783837,-40693.42949312085,-50560.24945500487,-111420.07099629295
-5156.033355716867,-6308.165199537898,-6090.380977437613,-6266.043337111872,-28385.396705317107,-40700.64910657991,-50555.779106113805,-111423.82608936145
-5164.236445931965,-6298.922753205628,-6083.049605256272,-6254.375726506201,-28378.42296104705,-40703.21955719228,-50551.733440367396,-111421.9038393383
-5176.6640158491155,-6292.653088885914,-6078.243980198381,-6257.639081196676,-28378.937051169523,-40721.03389752316,-50548.71595486593,-111430.06222606447
-5188.532792154884,-6287.612770511243,-6075.472363885923,-6251.71586891602,-28377.975926157946,-40733.6179296515,-50551.75579211185,-111435.94073485622
-5189.672731122105,-6286.785755966396,-6071.270235928326,-6254.66629918412,-28377.975926157946,-40743.36329023401,-50547.50896066534,-111440.79106340303
-5199.865126593724,-6279.543790762877,-6068.4092126380465,-6248.161941547625,-28376.590118001717,-40754.15918280592,-50550.39233570008,-111446.37899951685
-5216.584231446294,-6274.52582413266,-6062.10602070165,-6250.754743904441,-28375.114902867666,-40762.85401139904,-50545.76552459783,-111451.02816236355
-5220.048751836866,-6268.367918535223,-6057.479209599401,-6244.719772901509,-28372.455045277482,-40769.738348691266,-50547.55366415426,-111455.2079385767
-5229.615298463738,-6265.38396065044,-6055.244035153871,-6250.33006075979,-28374.53375751183,-40777.38264529499,-50545.363193197634,-111461.15350260181
-5245.619147493738,-6261.137129203931,-6053.344136875169,-6244.898586857151,-28373.125597611142,-40779.103729618044,-50547.66542287653,-111462.78517994705
-5256.32563308783,-6255.996227979211,-6049.924319973507,-6247.0890578137705,-28372.164472599565,-40779.34959880705,-50543.9326815525,-111463.25456658061
-5265.445144825595,-6261.159480948387,-6052.964157219429,-6246.351450246746,-28374.51140576737,-40778.65669472894,-50548.62654788811,-111464.84154043693
-5277.626845553737,-6258.186698935831,-6049.76785776232,-6246.798485135852,-28373.058542377777,-40775.84037492757,-50544.3797164416,-111462.71812471368
-5286.880467758235,-6261.170656820615,-6052.271253141314,-6245.882063613184,-28374.89138542311,-40773.62755222649,-50547.17368449851,-111462.94164215823
-5295.105909717788,-6258.8907788861725,-6052.137142674583,-6248.005479336439,-28376.053676134787,-40773.40403478194,-50546.50313216486,-111463.43338053625
-5296.067034729366,-6262.243540554469,-6052.248901396859,-6245.926767102095,-28375.494882523406,-40767.994912623755,-50545.56435889773,-111460.77352294607
-5302.14670922121,-6260.868908270468,-6052.181846163493,-6247.424333980601,-28376.299545323796,-40766.49734574525,-50544.75969609734,-111460.6617642238
-5307.935811035134,-6267.295034801369,-6055.62401480961,-6251.648813682654,-28380.14404537011,-40765.4244620114,-50545.69846936446,-111462.42755203576
-5305.991209267522,-6269.865485413729,-6053.746468275365,-6252.989918349972,-28380.255804092387,-40765.37975852248,-50544.40206818606,-111462.7628282026
-5313.032008770944,-6272.413584281634,-6049.074953684206,-6255.0686305843155,-28378.691181980514,-40764.10570908853,-50538.85883556114,-111461.89111016884
-5316.563584394883,-6272.290649687129,-6046.146875160561,-6256.342680018268,-28378.825292447247,-40766.050310856146,-50537.115399493625,-111463.88041542536
-5322.24092748653,-6279.633197740698,-6041.721229758409,-6259.628386453198,-28377.707705224482,-40763.658674199425,-50530.275765690305,-111462.62871773586
-5321.302154219407,-6279.666725357381,-6039.866034968619,-6260.365994020223,-28378.311202324774,-40766.2738283007,-50530.700448834956,-111464.95329915921
-5322.084465275343,-6286.048148399372,-6035.507444799834,-6263.897569644162,-28377.528891268837,-40764.50804048873,-50523.682001075984,-111463.72395321417
-5327.851215344813,-6285.992269038234,-6036.088590155672,-6263.495238243966,-28378.8476441917,-40766.385587022975,-50526.31950692171,-111466.02618289307
-5327.962974067089,-6293.379520580712,-6037.161473889527,-6270.468982514022,-28382.021591904355,-40766.69851144535,-50523.927870265,-111467.56845326048
-5323.090293775832,-6293.96066593655,-6034.546319788256,-6264.5234184889105,-28379.339382569717,-40763.45750849933,-50523.279669675794,-111464.68507822575
-5324.096122276321,-6301.850831729273,-6036.110941900128,-6272.212418581536,-28383.161530871577,-40764.083357344076,-50520.843329530166,-111466.51792127108
-5313.479043660051,-6304.991251825244,-6035.887424455575,-6268.703194702053,-28382.71449598247,-40762.25051429874,-50522.00562024184,-111465.91442417078
-5307.801700568402,-6310.53448445016,-6031.953517431441,-6272.547694748366,-28381.50750178188,-40757.93662761887,-50514.13780619357,-111463.05340088051
